cno4,occupation_title,2021-01,2026-01,observed_exposure_rf,observed_exposure_cosine_weighted,observed_exposure_cosine_nearest,avg_monthly_unemployment_growth_pp
8432,Conductores asalariados de camiones,23542.0,11466.0,0.0223433661904761,0.0,0.0,-1.1989998758401625
8440,Conductores de motocicletas y ciclomotores,2331.0,1747.0,0.0378062588095238,0.0,0.0,-0.48066221483616867
9100,Empleados domésticos,33827.0,26998.0,0.030474199047619,0.0,0.0,-0.3758275183103965
9210,"Personal de limpieza de oficinas, hoteles y otros establecimientos similares",410492.0,267848.0,0.044686909047619,0.0,0.0,-0.7115613080675439
9221,Limpiadores en seco a mano y afines,5998.0,3354.0,0.0436497915079365,0.0,0.0,-0.9687873615429983
9222,Limpiadores de vehículos,1264.0,727.0,0.0304141530952381,0.0,0.0,-0.9218501619554731
9223,Limpiadores de ventanas,565.0,362.0,0.0359565218253968,0.0,0.0,-0.741969198867783
9229,Otro personal de limpieza,888.0,496.0,0.0344536585714285,0.0,0.0,-0.970659693778737
9310,Ayudantes de cocina,42122.0,24789.0,0.0342940222222222,0.0116,0.0116,-0.8836169385535559
9320,Preparadores de comidas rápidas,1079.0,508.0,0.0362202269047619,0.0,0.0,-1.2555141961327543
9410,Vendedores callejeros,96.0,69.0,0.1308648626190476,0.1757999999999999,0.1758,-0.5504028114509607
9420,"Repartidores de publicidad, limpiabotas y otros trabajadores de oficios callejeros",1964.0,1207.0,0.0328760633333333,0.1758,0.1758,-0.8114087796947993
9431,Ordenanzas,16911.0,14214.0,0.057686831984127,0.0748,0.0748,-0.28956150560474
9432,Mozos de equipaje y afines,472.0,267.0,0.0416687187301587,0.073,0.073,-0.9495505453088422
9433,"Repartidores, recadistas y mensajeros a pie",3174.0,2029.0,0.0725599660173159,0.0412,0.0412,-0.7457492687675652
9434,Lectores de contadores y recaudadores de máquinas recreativas y expendedoras,429.0,238.0,0.0470763653174603,0.0918903434032153,0.0,-0.98197707542757
9441,Recogedores de residuos,1831.0,1264.0,0.042932646031746,0.0,0.0,-0.617634949946179
9442,"Clasificadores de desechos, operarios de punto limpio y recogedores de chatarra",440.0,423.0,0.0691474285714285,0.0,0.0,-0.0656709131100482
9443,Barrenderos y afines,12824.0,9549.0,0.0262053212698412,0.0,0.0,-0.49146996389864306
9490,Otras ocupaciones elementales,17894.0,5104.0,0.0372789115873016,0.0,0.0,-2.090734858471528
9511,"Peones agrícolas (excepto en huertas, invernaderos, viveros y jardines)",56943.0,28162.0,0.038589878095238,0.0203,0.0203,-1.1734620266764129
9512,"Peones agrícolas en huertas, invernaderos, viveros y jardines",24485.0,16949.0,0.0352930396825396,0.0203,0.0203,-0.6130864168639386
9520,Peones ganaderos,1874.0,1116.0,0.0272495458730158,0.0,0.0,-0.8638738664285187
9530,Peones agropecuarios,912.0,501.0,0.0393627471428571,0.0,0.0,-0.9983898149824441
9541,Peones de la pesca,49.0,47.0,0.0358717126190476,0.0,0.0,-0.06945449400094672
9542,Peones de la acuicultura,239.0,108.0,0.0489199331746031,0.0,0.0,-1.3238872080121518
9543,Peones forestales y de la caza,7298.0,4663.0,0.043093252063492,0.0,0.0,-0.7465688669801196
9601,Peones de obras públicas,25852.0,17022.0,0.0312961567460317,0.0281,0.0281,-0.6964689039097985
9602,Peones de la construcción de edificios,113168.0,56687.0,0.0462366697619048,0.0281,0.0281,-1.1522142212397284
9603,"Peones de la minería, canteras y otras industrias extractivas",306.0,138.0,0.0231423473809523,0.0,0.0,-1.3272190279919593
9700,Peones de las industrias manufactureras,256176.0,152121.0,0.0248359692857142,0.0,0.0,-0.868647419106147
9811,Peones del transporte de mercancías y descargadores,75030.0,50810.0,0.0266810319841269,0.0,0.0,-0.6496580799199947
9812,Conductores de vehículos de tracción animal para el transporte de personas y similares,7.0,51.0,0.0327337514285714,0.0,0.0,3.309859139448354
9820,Reponedores,43600.0,27953.0,0.0706233084920634,0.0,0.0,-0.7408877033131341
